ID,Latitude,Longitude,Date,ET_mm_8d
146,24.081944,-110.343889,18/02/2024,5
146,24.081944,-110.343889,26/02/2024,4.4
146,24.081944,-110.343889,05/03/2024,5
146,24.081944,-110.343889,13/03/2024,5
146,24.081944,-110.343889,21/03/2024,3.3
146,24.081944,-110.343889,29/03/2024,4.5
146,24.081944,-110.343889,06/04/2024,3.3
146,24.081944,-110.343889,14/04/2024,3.2
146,24.081944,-110.343889,22/04/2024,4
146,24.081944,-110.343889,30/04/2024,3.4
146,24.081944,-110.343889,08/05/2024,2.2
146,24.081944,-110.343889,16/05/2024,1.8
146,24.081944,-110.343889,24/05/2024,2
146,24.081944,-110.343889,01/06/2024,2.5
146,24.081944,-110.343889,09/06/2024,2.7
146,24.081944,-110.343889,17/06/2024,3.4
146,24.081944,-110.343889,25/06/2024,3.8
146,24.081944,-110.343889,03/07/2024,2.3
146,24.081944,-110.343889,11/07/2024,3
146,24.081944,-110.343889,19/07/2024,1.7
146,24.081944,-110.343889,27/07/2024,2.1
146,24.081944,-110.343889,04/08/2024,1.9
146,24.081944,-110.343889,12/08/2024,2.2
146,24.081944,-110.343889,20/08/2024,2
146,24.081944,-110.343889,28/08/2024,1.9
146,24.081944,-110.343889,05/09/2024,4.4
146,24.081944,-110.343889,13/09/2024,6.8
146,24.081944,-110.343889,21/09/2024,3.2
146,24.081944,-110.343889,29/09/2024,4.4
146,24.081944,-110.343889,07/10/2024,3.1
146,24.081944,-110.343889,15/10/2024,3.4
146,24.081944,-110.343889,23/10/2024,2.7
146,24.081944,-110.343889,31/10/2024,1.9
146,24.081944,-110.343889,08/11/2024,1.8
146,24.081944,-110.343889,16/11/2024,2.2
146,24.081944,-110.343889,24/11/2024,2.4
146,24.081944,-110.343889,02/12/2024,2.4
146,24.081944,-110.343889,10/12/2024,3.1
146,24.081944,-110.343889,18/12/2024,2
146,24.081944,-110.343889,26/12/2024,4
146,24.081944,-110.343889,01/01/2025,2.5
146,24.081944,-110.343889,09/01/2025,3.3
146,24.081944,-110.343889,17/01/2025,4.7
146,24.081944,-110.343889,25/01/2025,5
146,24.081944,-110.343889,02/02/2025,2.5
146,24.081944,-110.343889,10/02/2025,2.9
146,24.081944,-110.343889,18/02/2025,2.5
146,24.081944,-110.343889,26/02/2025,2.2
146,24.081944,-110.343889,06/03/2025,2.5
146,24.081944,-110.343889,14/03/2025,2.7
146,24.081944,-110.343889,22/03/2025,2.7
146,24.081944,-110.343889,30/03/2025,2.6
146,24.081944,-110.343889,07/04/2025,1.4
146,24.081944,-110.343889,15/04/2025,3.6
146,24.081944,-110.343889,23/04/2025,2.6
146,24.081944,-110.343889,01/05/2025,2.3
146,24.081944,-110.343889,09/05/2025,1.9
146,24.081944,-110.343889,17/05/2025,2.2
146,24.081944,-110.343889,25/05/2025,4.4
146,24.081944,-110.343889,02/06/2025,3
146,24.081944,-110.343889,10/06/2025,3
146,24.081944,-110.343889,18/06/2025,4
146,24.081944,-110.343889,26/06/2025,3.1
146,24.081944,-110.343889,04/07/2025,4.5
146,24.081944,-110.343889,12/07/2025,2.5
151,24.055,-110.333056,01/01/2021,3.1
151,24.055,-110.333056,09/01/2021,2.1
151,24.055,-110.333056,17/01/2021,6.7
151,24.055,-110.333056,25/01/2021,4.3
151,24.055,-110.333056,02/02/2021,1.9
151,24.055,-110.333056,10/02/2021,2.7
151,24.055,-110.333056,18/02/2021,2.7
151,24.055,-110.333056,26/02/2021,2.4
151,24.055,-110.333056,06/03/2021,2.5
151,24.055,-110.333056,14/03/2021,1.9
151,24.055,-110.333056,22/03/2021,2.2
151,24.055,-110.333056,30/03/2021,1.7
151,24.055,-110.333056,07/04/2021,2.3
151,24.055,-110.333056,15/04/2021,2.2
151,24.055,-110.333056,23/04/2021,2.4
151,24.055,-110.333056,01/05/2021,2.5
151,24.055,-110.333056,09/05/2021,1.3
151,24.055,-110.333056,17/05/2021,1.8
151,24.055,-110.333056,25/05/2021,1.7
151,24.055,-110.333056,02/06/2021,0.9
151,24.055,-110.333056,10/06/2021,1.3
151,24.055,-110.333056,18/06/2021,1.8
151,24.055,-110.333056,26/06/2021,3.4
151,24.055,-110.333056,04/07/2021,1.6
151,24.055,-110.333056,12/07/2021,2.4
151,24.055,-110.333056,20/07/2021,1.3
151,24.055,-110.333056,28/07/2021,1.6
151,24.055,-110.333056,05/08/2021,4.9
151,24.055,-110.333056,13/08/2021,3.6
151,24.055,-110.333056,21/08/2021,3.8
151,24.055,-110.333056,29/08/2021,3.2
151,24.055,-110.333056,06/09/2021,6.2
151,24.055,-110.333056,14/09/2021,8.6
151,24.055,-110.333056,22/09/2021,10.2
151,24.055,-110.333056,30/09/2021,9.9
151,24.055,-110.333056,08/10/2021,7
151,24.055,-110.333056,16/10/2021,5.1
151,24.055,-110.333056,24/10/2021,5.1
151,24.055,-110.333056,01/11/2021,2.9
151,24.055,-110.333056,09/11/2021,2.9
151,24.055,-110.333056,17/11/2021,2.8
151,24.055,-110.333056,25/11/2021,5.1
151,24.055,-110.333056,03/12/2021,2.9
151,24.055,-110.333056,11/12/2021,3.8
151,24.055,-110.333056,19/12/2021,5.6
151,24.055,-110.333056,27/12/2021,3.4
151,24.055,-110.333056,01/01/2022,3.2
151,24.055,-110.333056,09/01/2022,3
151,24.055,-110.333056,17/01/2022,2.8
151,24.055,-110.333056,25/01/2022,2.8
151,24.055,-110.333056,02/02/2022,3.3
151,24.055,-110.333056,10/02/2022,2
151,24.055,-110.333056,18/02/2022,3.8
151,24.055,-110.333056,26/02/2022,2.7
151,24.055,-110.333056,06/03/2022,2.6
151,24.055,-110.333056,14/03/2022,2.3
151,24.055,-110.333056,22/03/2022,2.3
151,24.055,-110.333056,30/03/2022,2.6
151,24.055,-110.333056,07/04/2022,2.5
151,24.055,-110.333056,15/04/2022,2
151,24.055,-110.333056,23/04/2022,2.1
151,24.055,-110.333056,01/05/2022,2.9
151,24.055,-110.333056,09/05/2022,1.2
151,24.055,-110.333056,17/05/2022,2.7
151,24.055,-110.333056,25/05/2022,2.5
151,24.055,-110.333056,02/06/2022,2.7
151,24.055,-110.333056,10/06/2022,1.9
151,24.055,-110.333056,18/06/2022,3.4
151,24.055,-110.333056,26/06/2022,3.4
151,24.055,-110.333056,04/07/2022,1.3
151,24.055,-110.333056,12/07/2022,1.7
151,24.055,-110.333056,20/07/2022,2.3
151,24.055,-110.333056,28/07/2022,1.7
151,24.055,-110.333056,05/08/2022,1.5
151,24.055,-110.333056,13/08/2022,2.8
151,24.055,-110.333056,21/08/2022,3.2
151,24.055,-110.333056,29/08/2022,7.7
151,24.055,-110.333056,06/09/2022,9.5
151,24.055,-110.333056,14/09/2022,8.5
151,24.055,-110.333056,22/09/2022,6.8
151,24.055,-110.333056,30/09/2022,3.5
151,24.055,-110.333056,08/10/2022,2.9
151,24.055,-110.333056,16/10/2022,4.1
151,24.055,-110.333056,24/10/2022,3
151,24.055,-110.333056,01/11/2022,3.5
151,24.055,-110.333056,09/11/2022,4.9
151,24.055,-110.333056,17/11/2022,3.6
151,24.055,-110.333056,25/11/2022,2.6
151,24.055,-110.333056,03/12/2022,3.3
151,24.055,-110.333056,11/12/2022,4.1
151,24.055,-110.333056,19/12/2022,2.6
151,24.055,-110.333056,27/12/2022,1.9
151,24.055,-110.333056,01/01/2023,3.2
151,24.055,-110.333056,09/01/2023,2.2
151,24.055,-110.333056,17/01/2023,3.3
151,24.055,-110.333056,25/01/2023,4.6
151,24.055,-110.333056,02/02/2023,2.7
151,24.055,-110.333056,10/02/2023,3.1
151,24.055,-110.333056,18/02/2023,4.5
151,24.055,-110.333056,26/02/2023,3.5
151,24.055,-110.333056,06/03/2023,2.3
151,24.055,-110.333056,14/03/2023,2.3
151,24.055,-110.333056,22/03/2023,2.5
151,24.055,-110.333056,30/03/2023,2.2
151,24.055,-110.333056,07/04/2023,1.8
151,24.055,-110.333056,15/04/2023,2.3
151,24.055,-110.333056,23/04/2023,2.7
151,24.055,-110.333056,01/05/2023,2.5
151,24.055,-110.333056,09/05/2023,2.5
151,24.055,-110.333056,17/05/2023,2.3
151,24.055,-110.333056,25/05/2023,2.9
151,24.055,-110.333056,02/06/2023,2.8
151,24.055,-110.333056,10/06/2023,1.5
151,24.055,-110.333056,18/06/2023,1.8
151,24.055,-110.333056,26/06/2023,2.5
151,24.055,-110.333056,04/07/2023,2.3
151,24.055,-110.333056,12/07/2023,2.4
151,24.055,-110.333056,20/07/2023,1.7
151,24.055,-110.333056,28/07/2023,1.4
151,24.055,-110.333056,05/08/2023,3
151,24.055,-110.333056,13/08/2023,4.6
151,24.055,-110.333056,21/08/2023,4
151,24.055,-110.333056,29/08/2023,6
151,24.055,-110.333056,06/09/2023,6.7
151,24.055,-110.333056,14/09/2023,3.8
151,24.055,-110.333056,22/09/2023,2.8
151,24.055,-110.333056,30/09/2023,3.4
151,24.055,-110.333056,08/10/2023,5.6
151,24.055,-110.333056,16/10/2023,6.8
151,24.055,-110.333056,24/10/2023,6
151,24.055,-110.333056,01/11/2023,6.8
151,24.055,-110.333056,09/11/2023,7.2
151,24.055,-110.333056,17/11/2023,10.6
151,24.055,-110.333056,25/11/2023,7.3
151,24.055,-110.333056,03/12/2023,5.4
151,24.055,-110.333056,11/12/2023,4.1
151,24.055,-110.333056,19/12/2023,5
151,24.055,-110.333056,27/12/2023,2.6
151,24.055,-110.333056,01/01/2024,4.6
151,24.055,-110.333056,09/01/2024,4.3
151,24.055,-110.333056,17/01/2024,4.4
151,24.055,-110.333056,25/01/2024,3.2
151,24.055,-110.333056,02/02/2024,4.5
151,24.055,-110.333056,10/02/2024,3.9
151,24.055,-110.333056,18/02/2024,4
151,24.055,-110.333056,26/02/2024,2.8
151,24.055,-110.333056,05/03/2024,3.2
151,24.055,-110.333056,13/03/2024,3
151,24.055,-110.333056,21/03/2024,2.2
151,24.055,-110.333056,29/03/2024,3.5
151,24.055,-110.333056,06/04/2024,3
151,24.055,-110.333056,14/04/2024,2.1
151,24.055,-110.333056,22/04/2024,2.7
151,24.055,-110.333056,30/04/2024,2.8
151,24.055,-110.333056,08/05/2024,1.4
151,24.055,-110.333056,16/05/2024,0.7
151,24.055,-110.333056,24/05/2024,1.6
151,24.055,-110.333056,01/06/2024,2.4
151,24.055,-110.333056,09/06/2024,1.7
151,24.055,-110.333056,17/06/2024,3.1
151,24.055,-110.333056,25/06/2024,3.4
151,24.055,-110.333056,03/07/2024,1.8
151,24.055,-110.333056,11/07/2024,2
151,24.055,-110.333056,19/07/2024,1.6
151,24.055,-110.333056,27/07/2024,1.9
151,24.055,-110.333056,04/08/2024,1.8
151,24.055,-110.333056,12/08/2024,2.2
151,24.055,-110.333056,20/08/2024,1.3
151,24.055,-110.333056,28/08/2024,1.3
151,24.055,-110.333056,05/09/2024,1.4
151,24.055,-110.333056,13/09/2024,2.8
151,24.055,-110.333056,21/09/2024,2.7
151,24.055,-110.333056,29/09/2024,3.9
151,24.055,-110.333056,07/10/2024,2.6
151,24.055,-110.333056,15/10/2024,3.2
151,24.055,-110.333056,23/10/2024,2
151,24.055,-110.333056,31/10/2024,1.9
151,24.055,-110.333056,08/11/2024,1.5
151,24.055,-110.333056,16/11/2024,2.2
151,24.055,-110.333056,24/11/2024,2.5
151,24.055,-110.333056,02/12/2024,2
151,24.055,-110.333056,10/12/2024,3.1
151,24.055,-110.333056,18/12/2024,2
151,24.055,-110.333056,26/12/2024,1.9
151,24.055,-110.333056,01/01/2025,2.6
151,24.055,-110.333056,09/01/2025,2.9
151,24.055,-110.333056,17/01/2025,3.4
151,24.055,-110.333056,25/01/2025,3.8
151,24.055,-110.333056,02/02/2025,2.5
151,24.055,-110.333056,10/02/2025,2.9
151,24.055,-110.333056,18/02/2025,2.7
151,24.055,-110.333056,26/02/2025,2.2
151,24.055,-110.333056,06/03/2025,2.5
151,24.055,-110.333056,14/03/2025,2.6
151,24.055,-110.333056,22/03/2025,2.6
151,24.055,-110.333056,30/03/2025,2.1
151,24.055,-110.333056,07/04/2025,1.3
151,24.055,-110.333056,15/04/2025,2.2
151,24.055,-110.333056,23/04/2025,2.5
151,24.055,-110.333056,01/05/2025,2.3
151,24.055,-110.333056,09/05/2025,1.9
151,24.055,-110.333056,17/05/2025,2
151,24.055,-110.333056,25/05/2025,4.3
151,24.055,-110.333056,02/06/2025,2.9
151,24.055,-110.333056,10/06/2025,3
151,24.055,-110.333056,18/06/2025,3.1
151,24.055,-110.333056,26/06/2025,2.5
151,24.055,-110.333056,04/07/2025,4.4
151,24.055,-110.333056,12/07/2025,1.7
152,24.057222,-110.343333,01/01/2021,3.3
152,24.057222,-110.343333,09/01/2021,2
152,24.057222,-110.343333,17/01/2021,8
152,24.057222,-110.343333,25/01/2021,4.2
152,24.057222,-110.343333,02/02/2021,3.3
152,24.057222,-110.343333,10/02/2021,2.7
152,24.057222,-110.343333,18/02/2021,2.6
152,24.057222,-110.343333,26/02/2021,2.8
152,24.057222,-110.343333,06/03/2021,2.5
152,24.057222,-110.343333,14/03/2021,3
152,24.057222,-110.343333,22/03/2021,3.4
152,24.057222,-110.343333,30/03/2021,2.4
152,24.057222,-110.343333,07/04/2021,2.3
152,24.057222,-110.343333,15/04/2021,2.2
152,24.057222,-110.343333,23/04/2021,2.4
152,24.057222,-110.343333,01/05/2021,3
152,24.057222,-110.343333,09/05/2021,1.3
152,24.057222,-110.343333,17/05/2021,1.8
152,24.057222,-110.343333,25/05/2021,2.3
152,24.057222,-110.343333,02/06/2021,1.3
152,24.057222,-110.343333,10/06/2021,1.4
152,24.057222,-110.343333,18/06/2021,1.9
152,24.057222,-110.343333,26/06/2021,3.9
152,24.057222,-110.343333,04/07/2021,1.8
152,24.057222,-110.343333,12/07/2021,2.5
152,24.057222,-110.343333,20/07/2021,1.4
152,24.057222,-110.343333,28/07/2021,2.1
152,24.057222,-110.343333,05/08/2021,4.9
152,24.057222,-110.343333,13/08/2021,4.2
152,24.057222,-110.343333,21/08/2021,4.2
152,24.057222,-110.343333,29/08/2021,3.6
152,24.057222,-110.343333,06/09/2021,6.2
152,24.057222,-110.343333,14/09/2021,10.5
152,24.057222,-110.343333,22/09/2021,11.9
152,24.057222,-110.343333,30/09/2021,11
152,24.057222,-110.343333,08/10/2021,9.8
152,24.057222,-110.343333,16/10/2021,8.1
152,24.057222,-110.343333,24/10/2021,5.2
152,24.057222,-110.343333,01/11/2021,5.4
152,24.057222,-110.343333,09/11/2021,5.2
152,24.057222,-110.343333,17/11/2021,4
152,24.057222,-110.343333,25/11/2021,5.9
152,24.057222,-110.343333,03/12/2021,3.2
152,24.057222,-110.343333,11/12/2021,4.8
152,24.057222,-110.343333,19/12/2021,4
152,24.057222,-110.343333,27/12/2021,3.6
152,24.057222,-110.343333,01/01/2022,3.6
152,24.057222,-110.343333,09/01/2022,3
152,24.057222,-110.343333,17/01/2022,4.3
152,24.057222,-110.343333,25/01/2022,3.1
152,24.057222,-110.343333,02/02/2022,3.5
152,24.057222,-110.343333,10/02/2022,2.3
152,24.057222,-110.343333,18/02/2022,4.1
152,24.057222,-110.343333,26/02/2022,3.7
152,24.057222,-110.343333,06/03/2022,4.5
152,24.057222,-110.343333,14/03/2022,2.9
152,24.057222,-110.343333,22/03/2022,3
152,24.057222,-110.343333,30/03/2022,3.4
152,24.057222,-110.343333,07/04/2022,3
152,24.057222,-110.343333,15/04/2022,2.1
152,24.057222,-110.343333,23/04/2022,2.8
152,24.057222,-110.343333,01/05/2022,3.5
152,24.057222,-110.343333,09/05/2022,1.3
152,24.057222,-110.343333,17/05/2022,3.2
152,24.057222,-110.343333,25/05/2022,2.5
152,24.057222,-110.343333,02/06/2022,3.3
152,24.057222,-110.343333,10/06/2022,2.7
152,24.057222,-110.343333,18/06/2022,3.5
152,24.057222,-110.343333,26/06/2022,4
152,24.057222,-110.343333,04/07/2022,1.8
152,24.057222,-110.343333,12/07/2022,2.3
152,24.057222,-110.343333,20/07/2022,2.3
152,24.057222,-110.343333,28/07/2022,1.6
152,24.057222,-110.343333,05/08/2022,1.6
152,24.057222,-110.343333,13/08/2022,2.8
152,24.057222,-110.343333,21/08/2022,2.8
152,24.057222,-110.343333,29/08/2022,6.9
152,24.057222,-110.343333,06/09/2022,9.7
152,24.057222,-110.343333,14/09/2022,10.6
152,24.057222,-110.343333,22/09/2022,8.2
152,24.057222,-110.343333,30/09/2022,4.7
152,24.057222,-110.343333,08/10/2022,7.8
152,24.057222,-110.343333,16/10/2022,5.7
152,24.057222,-110.343333,24/10/2022,3.1
152,24.057222,-110.343333,01/11/2022,3.5
152,24.057222,-110.343333,09/11/2022,5.2
152,24.057222,-110.343333,17/11/2022,3.6
152,24.057222,-110.343333,25/11/2022,3.6
152,24.057222,-110.343333,03/12/2022,3.7
152,24.057222,-110.343333,11/12/2022,3.7
152,24.057222,-110.343333,19/12/2022,2.9
152,24.057222,-110.343333,27/12/2022,1.9
152,24.057222,-110.343333,01/01/2023,3.2
152,24.057222,-110.343333,09/01/2023,3.9
152,24.057222,-110.343333,17/01/2023,5.3
152,24.057222,-110.343333,25/01/2023,4
152,24.057222,-110.343333,02/02/2023,3
152,24.057222,-110.343333,10/02/2023,3.1
152,24.057222,-110.343333,18/02/2023,4.7
152,24.057222,-110.343333,26/02/2023,3.7
152,24.057222,-110.343333,06/03/2023,2.3
152,24.057222,-110.343333,14/03/2023,2.3
152,24.057222,-110.343333,22/03/2023,2.5
152,24.057222,-110.343333,30/03/2023,3.4
152,24.057222,-110.343333,07/04/2023,1.9
152,24.057222,-110.343333,15/04/2023,2.9
152,24.057222,-110.343333,23/04/2023,2.8
152,24.057222,-110.343333,01/05/2023,3
152,24.057222,-110.343333,09/05/2023,3
152,24.057222,-110.343333,17/05/2023,2.4
152,24.057222,-110.343333,25/05/2023,2.9
152,24.057222,-110.343333,02/06/2023,3
152,24.057222,-110.343333,10/06/2023,1.6
152,24.057222,-110.343333,18/06/2023,1.8
152,24.057222,-110.343333,26/06/2023,2.7
152,24.057222,-110.343333,04/07/2023,2.3
152,24.057222,-110.343333,12/07/2023,2.7
152,24.057222,-110.343333,20/07/2023,1.8
152,24.057222,-110.343333,28/07/2023,1.5
152,24.057222,-110.343333,05/08/2023,3.1
152,24.057222,-110.343333,13/08/2023,4.7
152,24.057222,-110.343333,21/08/2023,3.9
152,24.057222,-110.343333,29/08/2023,4.8
152,24.057222,-110.343333,06/09/2023,11.6
152,24.057222,-110.343333,14/09/2023,5.7
152,24.057222,-110.343333,22/09/2023,4.9
152,24.057222,-110.343333,30/09/2023,4.4
152,24.057222,-110.343333,08/10/2023,6.4
152,24.057222,-110.343333,16/10/2023,8.1
152,24.057222,-110.343333,24/10/2023,7
152,24.057222,-110.343333,01/11/2023,6.9
152,24.057222,-110.343333,09/11/2023,8.8
152,24.057222,-110.343333,17/11/2023,10.3
152,24.057222,-110.343333,25/11/2023,8.4
152,24.057222,-110.343333,03/12/2023,13.7
152,24.057222,-110.343333,11/12/2023,6.3
152,24.057222,-110.343333,19/12/2023,7.9
152,24.057222,-110.343333,27/12/2023,5
152,24.057222,-110.343333,01/01/2024,7.8
152,24.057222,-110.343333,09/01/2024,8.2
152,24.057222,-110.343333,17/01/2024,8.9
152,24.057222,-110.343333,25/01/2024,4.9
152,24.057222,-110.343333,02/02/2024,4.5
152,24.057222,-110.343333,10/02/2024,7.3
152,24.057222,-110.343333,18/02/2024,6.8
152,24.057222,-110.343333,26/02/2024,4.3
152,24.057222,-110.343333,05/03/2024,4
152,24.057222,-110.343333,13/03/2024,3.8
152,24.057222,-110.343333,21/03/2024,3.6
152,24.057222,-110.343333,29/03/2024,5.1
152,24.057222,-110.343333,06/04/2024,3.8
152,24.057222,-110.343333,14/04/2024,2.8
152,24.057222,-110.343333,22/04/2024,2.8
152,24.057222,-110.343333,30/04/2024,4
152,24.057222,-110.343333,08/05/2024,2.9
152,24.057222,-110.343333,16/05/2024,2.1
152,24.057222,-110.343333,24/05/2024,1.8
152,24.057222,-110.343333,01/06/2024,3.5
152,24.057222,-110.343333,09/06/2024,3.1
152,24.057222,-110.343333,17/06/2024,3.3
152,24.057222,-110.343333,25/06/2024,4.3
152,24.057222,-110.343333,03/07/2024,2.6
152,24.057222,-110.343333,11/07/2024,3.3
152,24.057222,-110.343333,19/07/2024,3.1
152,24.057222,-110.343333,27/07/2024,2.3
152,24.057222,-110.343333,04/08/2024,3.3
152,24.057222,-110.343333,12/08/2024,2.4
152,24.057222,-110.343333,20/08/2024,2.8
152,24.057222,-110.343333,28/08/2024,2.3
152,24.057222,-110.343333,05/09/2024,1.7
152,24.057222,-110.343333,13/09/2024,3.5
152,24.057222,-110.343333,21/09/2024,3.2
152,24.057222,-110.343333,29/09/2024,6.6
152,24.057222,-110.343333,07/10/2024,2.6
152,24.057222,-110.343333,15/10/2024,3.4
152,24.057222,-110.343333,23/10/2024,2.1
152,24.057222,-110.343333,31/10/2024,1.9
152,24.057222,-110.343333,08/11/2024,2.2
152,24.057222,-110.343333,16/11/2024,2.3
152,24.057222,-110.343333,24/11/2024,5
152,24.057222,-110.343333,02/12/2024,2.2
152,24.057222,-110.343333,10/12/2024,3.1
152,24.057222,-110.343333,18/12/2024,2.5
152,24.057222,-110.343333,26/12/2024,1.9
152,24.057222,-110.343333,01/01/2025,2.5
152,24.057222,-110.343333,09/01/2025,4.7
152,24.057222,-110.343333,17/01/2025,6.3
152,24.057222,-110.343333,25/01/2025,3.8
152,24.057222,-110.343333,02/02/2025,2.5
152,24.057222,-110.343333,10/02/2025,3.3
152,24.057222,-110.343333,18/02/2025,3.8
152,24.057222,-110.343333,26/02/2025,2.2
152,24.057222,-110.343333,06/03/2025,2.6
152,24.057222,-110.343333,14/03/2025,2.5
152,24.057222,-110.343333,22/03/2025,2.6
152,24.057222,-110.343333,30/03/2025,2.2
152,24.057222,-110.343333,07/04/2025,1.5
152,24.057222,-110.343333,15/04/2025,2.2
152,24.057222,-110.343333,23/04/2025,2.5
152,24.057222,-110.343333,01/05/2025,2.5
152,24.057222,-110.343333,09/05/2025,3.1
152,24.057222,-110.343333,17/05/2025,2
152,24.057222,-110.343333,25/05/2025,4.4
152,24.057222,-110.343333,02/06/2025,2.9
152,24.057222,-110.343333,10/06/2025,3
152,24.057222,-110.343333,18/06/2025,3.7
152,24.057222,-110.343333,26/06/2025,2.6
152,24.057222,-110.343333,04/07/2025,4.5
152,24.057222,-110.343333,12/07/2025,2.1
153,24.058889,-110.3475,01/01/2021,3
153,24.058889,-110.3475,09/01/2021,2.3
153,24.058889,-110.3475,17/01/2021,8.5
153,24.058889,-110.3475,25/01/2021,4.2
153,24.058889,-110.3475,02/02/2021,2.2
153,24.058889,-110.3475,10/02/2021,2.7
153,24.058889,-110.3475,18/02/2021,3
153,24.058889,-110.3475,26/02/2021,2.8
153,24.058889,-110.3475,06/03/2021,3.1
153,24.058889,-110.3475,14/03/2021,3
153,24.058889,-110.3475,22/03/2021,3.4
153,24.058889,-110.3475,30/03/2021,5
153,24.058889,-110.3475,07/04/2021,7.8
153,24.058889,-110.3475,15/04/2021,3.6
153,24.058889,-110.3475,23/04/2021,3.6
153,24.058889,-110.3475,01/05/2021,4.7
153,24.058889,-110.3475,09/05/2021,2.2
153,24.058889,-110.3475,17/05/2021,5.7
153,24.058889,-110.3475,25/05/2021,2.2
153,24.058889,-110.3475,02/06/2021,1.4
153,24.058889,-110.3475,10/06/2021,1.9
153,24.058889,-110.3475,18/06/2021,1.9
153,24.058889,-110.3475,26/06/2021,4.1
153,24.058889,-110.3475,04/07/2021,1.8
153,24.058889,-110.3475,12/07/2021,3.2
153,24.058889,-110.3475,20/07/2021,1.4
153,24.058889,-110.3475,28/07/2021,1.6
153,24.058889,-110.3475,05/08/2021,4.9
153,24.058889,-110.3475,13/08/2021,4.4
153,24.058889,-110.3475,21/08/2021,6.6
153,24.058889,-110.3475,29/08/2021,7.2
153,24.058889,-110.3475,06/09/2021,9
153,24.058889,-110.3475,14/09/2021,9.9
153,24.058889,-110.3475,22/09/2021,14.1
153,24.058889,-110.3475,30/09/2021,7.8
153,24.058889,-110.3475,08/10/2021,11.2
153,24.058889,-110.3475,16/10/2021,11.4
153,24.058889,-110.3475,24/10/2021,9.3
153,24.058889,-110.3475,01/11/2021,7.7
153,24.058889,-110.3475,09/11/2021,5.2
153,24.058889,-110.3475,17/11/2021,7.5
153,24.058889,-110.3475,25/11/2021,5.9
153,24.058889,-110.3475,03/12/2021,5.6
153,24.058889,-110.3475,11/12/2021,6.1
153,24.058889,-110.3475,19/12/2021,3.8
153,24.058889,-110.3475,27/12/2021,3.8
153,24.058889,-110.3475,01/01/2022,6.3
153,24.058889,-110.3475,09/01/2022,4
153,24.058889,-110.3475,17/01/2022,3.8
153,24.058889,-110.3475,25/01/2022,3.7
153,24.058889,-110.3475,02/02/2022,4.6
153,24.058889,-110.3475,10/02/2022,3.9
153,24.058889,-110.3475,18/02/2022,4.7
153,24.058889,-110.3475,26/02/2022,4.8
153,24.058889,-110.3475,06/03/2022,5.2
153,24.058889,-110.3475,14/03/2022,4.4
153,24.058889,-110.3475,22/03/2022,5.4
153,24.058889,-110.3475,30/03/2022,4.9
153,24.058889,-110.3475,07/04/2022,3.8
153,24.058889,-110.3475,15/04/2022,4.3
153,24.058889,-110.3475,23/04/2022,5.6
153,24.058889,-110.3475,01/05/2022,5.1
153,24.058889,-110.3475,09/05/2022,1.9
153,24.058889,-110.3475,17/05/2022,4.9
153,24.058889,-110.3475,25/05/2022,5.7
153,24.058889,-110.3475,02/06/2022,5.4
153,24.058889,-110.3475,10/06/2022,2.7
153,24.058889,-110.3475,18/06/2022,6
153,24.058889,-110.3475,26/06/2022,4.8
153,24.058889,-110.3475,04/07/2022,1.9
153,24.058889,-110.3475,12/07/2022,2.4
153,24.058889,-110.3475,20/07/2022,2.9
153,24.058889,-110.3475,28/07/2022,1.6
153,24.058889,-110.3475,05/08/2022,1.6
153,24.058889,-110.3475,13/08/2022,3.4
153,24.058889,-110.3475,21/08/2022,3.4
153,24.058889,-110.3475,29/08/2022,7.8
153,24.058889,-110.3475,06/09/2022,12.2
153,24.058889,-110.3475,14/09/2022,9.5
153,24.058889,-110.3475,22/09/2022,8.7
153,24.058889,-110.3475,30/09/2022,4.5
153,24.058889,-110.3475,08/10/2022,3.6
153,24.058889,-110.3475,16/10/2022,4.7
153,24.058889,-110.3475,24/10/2022,3.9
153,24.058889,-110.3475,01/11/2022,4.1
153,24.058889,-110.3475,09/11/2022,5.8
153,24.058889,-110.3475,17/11/2022,5.6
153,24.058889,-110.3475,25/11/2022,3.6
153,24.058889,-110.3475,03/12/2022,4.2
153,24.058889,-110.3475,11/12/2022,5.5
153,24.058889,-110.3475,19/12/2022,4.4
153,24.058889,-110.3475,27/12/2022,2.3
153,24.058889,-110.3475,01/01/2023,4.3
153,24.058889,-110.3475,09/01/2023,4.1
153,24.058889,-110.3475,17/01/2023,3.6
153,24.058889,-110.3475,25/01/2023,4.2
153,24.058889,-110.3475,02/02/2023,3
153,24.058889,-110.3475,10/02/2023,3.5
153,24.058889,-110.3475,18/02/2023,4.5
153,24.058889,-110.3475,26/02/2023,3.9
153,24.058889,-110.3475,06/03/2023,2.4
153,24.058889,-110.3475,14/03/2023,2.8
153,24.058889,-110.3475,22/03/2023,3.7
153,24.058889,-110.3475,30/03/2023,2.9
153,24.058889,-110.3475,07/04/2023,1.9
153,24.058889,-110.3475,15/04/2023,5.4
153,24.058889,-110.3475,23/04/2023,3.5
153,24.058889,-110.3475,01/05/2023,4.9
153,24.058889,-110.3475,09/05/2023,3.7
153,24.058889,-110.3475,17/05/2023,2.8
153,24.058889,-110.3475,25/05/2023,3.4
153,24.058889,-110.3475,02/06/2023,4.2
153,24.058889,-110.3475,10/06/2023,2.2
